,hour,longitude,latitude,value,,,,
8965,20,116.5026,39.8857,14,,,,
8966,20,116.5359,40.0149,13,,,,
8967,20,116.6879,40.1147,29,,,,
8968,20,116.1106,40.0087,4,,,,
8969,20,116.8545,40.3818,565,,,,
8970,20,116.4444,39.9863,22,,,,
8971,20,116.6585,40.178,21,,,,
8972,20,116.128,39.6498,26,,,,
8973,20,116.29,39.8577,9,,,,
8974,20,116.4324,40.1488,10,,,,
8975,20,116.3295,40.0452,17,,,,
8976,20,116.6212,40.0623,132,,,,
8977,20,116.2831,40.0343,24,,,,
8978,20,116.6194,40.3703,32,,,,
8979,20,116.5092,39.9044,60,,,,
8980,20,116.3274,39.9132,18,,,,
8981,20,116.55,39.8099,5,,,,
8982,20,116.3345,40.0629,26,,,,
8983,20,116.6964,39.9368,12,,,,
8984,20,116.4459,39.9278,10,,,,
8985,20,116.4032,39.8618,12,,,,
8986,21,116.2907,40.0133,8,,,,
8987,21,116.671,40.1221,20,,,,
8988,21,116.6473,40.1825,5,,,,
8989,21,116.1614,40.1766,6,,,,
8990,21,116.2983,40.0679,13,,,,
8991,21,116.6556,40.3027,10,,,,
8992,21,116.5644,39.7724,6,,,,
8993,21,116.4198,39.9471,82,,,,
8994,21,116.5295,39.9271,93,,,,
8995,21,116.3517,39.9723,40,,,,
8996,21,116.4348,40.0047,17,,,,
8997,21,116.392,39.9277,32,,,,
8998,21,116.6111,39.9032,9,,,,
8999,21,116.3214,40.1579,9,,,,
9000,21,116.5029,39.8155,60,,,,
9001,21,116.2947,40.0548,6,,,,
9002,21,116.0549,39.8189,13,,,,
9003,21,116.692,39.8969,8,,,,
9004,21,116.5937,39.8947,10,,,,
9005,21,116.2727,39.9002,18,,,,
9006,21,116.1081,39.9438,18,,,,
9007,21,116.3525,39.8387,21,,,,
9008,21,116.5478,40.0861,4,,,,
9009,21,116.1763,39.7371,16,,,,
9010,21,116.2662,39.9137,22,,,,
9011,21,116.3808,39.9361,20,,,,
9012,21,116.2448,40.2183,225,,,,
9013,21,116.2469,39.8652,30,,,,
9014,21,116.3974,39.9692,16,,,,
9015,21,116.4246,40.0291,9,,,,
9016,21,116.5759,40.0939,18,,,,
9017,21,116.2838,39.9641,10,,,,
9018,21,116.4503,39.9427,276,,,,
9019,21,116.3459,39.8954,20,,,,
9020,21,116.6702,40.2781,9,,,,
9021,21,116.6012,40.0905,222,,,,
9022,21,116.8413,40.363,22,,,,
9023,21,116.2934,40.0877,10,,,,
9024,21,116.3982,39.9155,24,,,,
9025,21,116.4457,39.8556,10,,,,
9026,21,116.3559,39.8274,5,,,,
9027,21,116.4991,39.9409,6,,,,
9028,21,116.8023,40.35,13,,,,
9029,21,116.2289,39.9351,8,,,,
9030,21,116.3379,39.7593,45,,,,
9031,21,116.5912,40.2968,16,,,,
9032,21,116.3968,39.9535,52,,,,
9033,21,116.5529,39.7687,10,,,,
9034,21,116.461,39.9938,34,,,,
9035,21,116.2424,39.9567,18,,,,
9036,21,116.5487,40.0413,6,,,,
9037,21,116.4961,39.8921,98,,,,
9038,21,116.4405,39.8263,34,,,,
9039,21,116.3109,39.8331,17,,,,
9040,21,116.6505,39.9197,5,,,,
9041,21,116.7287,39.9545,12,,,,
9042,21,116.3706,39.8844,36,,,,
9043,21,116.3245,39.9811,194,,,,
9044,21,116.4363,39.9216,40,,,,
9045,21,116.6621,39.8966,346,,,,
9046,21,116.3505,40.1213,6,,,,
9047,21,116.3276,39.8795,4,,,,
9048,21,116.4201,39.8717,53,,,,
9049,21,116.7323,40.2101,6,,,,
9050,21,116.8722,40.3806,132,,,,
9051,21,116.2616,40.2184,42,,,,
9052,21,116.4392,40.0283,8,,,,
9053,21,116.4602,39.9375,61,,,,
9054,21,116.5057,39.9941,10,,,,
9055,21,116.3812,39.9172,468,,,,
9056,21,116.1274,39.7343,24,,,,
9057,21,115.9658,40.4644,13,,,,
9058,21,116.4625,39.8875,13,,,,
9059,21,116.3867,39.983,38,,,,
9060,21,116.1138,39.7692,4,,,,
9061,21,116.354,39.863,6,,,,
9062,21,116.6933,39.9319,40,,,,
9063,21,116.5683,40.1105,10,,,,
9064,21,116.0105,39.8253,8,,,,
9065,21,116.1035,39.7276,9,,,,
9066,21,116.3636,39.993,24,,,,
9067,21,116.6713,40.2117,8,,,,
9068,21,116.5118,39.7736,13,,,,
9069,21,116.4338,39.9098,5,,,,
9070,21,116.8583,40.3874,25,,,,
9071,21,116.3837,40.0868,10,,,,
9072,21,116.312,40.0754,20,,,,
9073,21,116.1583,40.2196,5,,,,
9074,21,116.3131,39.9789,6,,,,
9075,21,116.2471,39.9923,4,,,,
9076,21,116.3454,39.9424,38,,,,
9077,21,116.3647,39.9153,76,,,,
9078,21,116.5426,40.0948,5,,,,
9079,21,116.2244,40.2402,18,,,,
9080,21,116.4239,39.9329,57,,,,
9081,21,116.6687,40.145,41,,,,
9082,21,116.3109,39.8883,22,,,,
9083,21,116.2104,39.9983,21,,,,
9084,21,116.195,39.9253,6,,,,
9085,21,116.2998,39.9522,30,,,,
9086,21,115.9832,39.8665,4,,,,
9087,21,116.4883,40.0046,82,,,,
9088,21,116.6204,40.046,8,,,,
9089,21,116.5185,39.9488,37,,,,
9090,21,116.1191,39.9135,10,,,,
9091,21,116.4372,39.8421,10,,,,
9092,21,116.4207,40.123,21,,,,
9093,21,116.3576,39.8519,38,,,,
9094,21,116.3744,40.0463,8,,,,
9095,21,116.3216,40.0036,18,,,,
9096,21,116.317,39.9689,16,,,,
9097,21,116.5652,39.9138,21,,,,
9098,21,116.3807,39.9947,6,,,,
9099,21,116.1153,39.7385,8,,,,
9100,21,116.4422,39.7695,4,,,,
9101,21,116.4333,39.8568,48,,,,
9102,21,116.4059,39.9314,14,,,,
9103,21,116.2063,39.8991,6,,,,
9104,21,116.2575,40.2065,32,,,,
9105,21,116.2255,39.8207,14,,,,
9106,21,116.3498,40.0083,29,,,,
9107,21,116.3818,39.8659,49,,,,
9108,21,116.5951,40.067,5,,,,
9109,21,116.3717,39.8611,29,,,,
9110,21,116.6603,40.2839,25,,,,
9111,21,116.3713,39.9276,92,,,,
9112,21,116.3835,39.9608,10,,,,
9113,21,116.6473,40.3505,22,,,,
9114,21,115.9968,39.7067,10,,,,
9115,21,116.6502,39.8997,108,,,,
9116,21,116.658,40.1345,364,,,,
9117,21,116.2722,40.2281,44,,,,
9118,21,116.4142,39.9845,24,,,,
9119,21,116.1816,39.7044,9,,,,
9120,21,116.4035,39.7976,40,,,,
9121,21,116.7486,39.9043,5,,,,
9122,21,116.343,40.0376,145,,,,
9123,21,116.3505,39.9944,13,,,,
9124,21,116.5756,40.0773,6,,,,
9125,21,116.6118,39.9148,16,,,,
9126,21,116.3182,39.7637,22,,,,
9127,21,116.4665,39.877,36,,,,
9128,21,116.2386,39.8951,25,,,,
9129,21,116.3533,40.0688,18,,,,
9130,21,116.4544,39.8482,20,,,,
9131,21,116.2352,39.8808,6,,,,
9132,21,116.4985,39.9866,112,,,,
9133,21,116.3185,40.0352,30,,,,
9134,21,116.6868,40.2991,8,,,,
9135,21,116.4442,39.955,14,,,,
9136,21,116.324,40.0252,9,,,,
9137,21,116.4648,39.9611,46,,,,
9138,21,116.8597,40.4675,25,,,,
9139,21,116.6658,40.2943,56,,,,
9140,21,116.4371,39.8741,54,,,,
9141,21,116.3187,39.8503,29,,,,
9142,21,116.4403,39.966,17,,,,
9143,21,117.0902,40.1436,16,,,,
9144,21,116.8682,40.3985,114,,,,
9145,21,116.7144,39.912,52,,,,
9146,21,116.2744,40.1391,4,,,,
9147,21,116.3394,39.8057,29,,,,
9148,21,116.3721,39.8183,14,,,,
9149,21,116.4951,39.7695,9,,,,
9150,21,116.7785,40.4055,21,,,,
9151,21,115.8369,39.5729,8,,,,
9152,21,116.304,39.8508,22,,,,
9153,21,116.2719,40.012,24,,,,
9154,21,116.6728,40.3553,12,,,,
9155,21,116.299,39.8398,20,,,,
9156,21,116.1128,39.9661,4,,,,
9157,21,116.4006,40.0081,93,,,,
9158,21,116.3669,39.9582,42,,,,
9159,21,116.3797,40.1066,18,,,,
9160,21,116.4872,39.9913,73,,,,
9161,21,116.311,39.9365,16,,,,
9162,21,116.4705,40.0045,46,,,,
9163,21,116.2757,40.0832,9,,,,
9164,21,116.7102,39.8521,18,,,,
9165,21,116.4458,39.9003,18,,,,
9166,21,116.6844,40.3935,5,,,,
9167,21,116.1606,40.0481,5,,,,
9168,21,116.3188,40.0942,12,,,,
9169,21,116.6574,39.8821,16,,,,
9170,21,116.4816,39.9371,12,,,,
9171,21,116.19,39.7608,20,,,,
9172,21,116.6623,39.926,10,,,,
9173,21,116.3203,40.0449,72,,,,
9174,21,116.3017,39.9137,5,,,,
9175,21,116.6151,40.1204,18,,,,
9176,21,116.6587,40.18,18,,,,
9177,21,116.5108,39.8061,30,,,,
9178,21,116.453,39.9286,38,,,,
9179,21,116.5622,40.0754,12,,,,
9180,21,116.5287,39.7986,12,,,,
9181,21,116.6809,40.371,18,,,,
9182,21,116.8356,40.3784,122,,,,
9183,21,116.7123,39.9242,14,,,,
9184,21,116.5494,40.1227,8,,,,
9185,21,116.1817,39.9689,6,,,,
9186,21,116.641,39.9342,25,,,,
9187,21,115.9284,39.6707,10,,,,
9188,21,116.5557,39.7577,12,,,,
9189,21,116.4581,39.9115,88,,,,
9190,21,116.4212,40.0051,32,,,,
9191,21,116.1991,39.7396,8,,,,
9192,21,116.4672,40.014,9,,,,
9193,21,116.6403,40.3423,109,,,,
9194,21,116.2236,40.0738,13,,,,
9195,21,116.7344,40.0411,8,,,,
9196,21,116.3859,39.9499,52,,,,
9197,21,116.2716,40.0235,8,,,,
9198,21,116.4239,39.9186,324,,,,
9199,21,116.4469,40.0795,8,,,,
9200,21,116.578,39.8889,32,,,,
9201,21,116.3314,39.9724,9,,,,
9202,21,116.4867,39.8071,29,,,,
9203,21,116.494,39.8409,9,,,,
9204,21,116.4656,39.924,401,,,,
9205,21,115.8226,39.5649,9,,,,
9206,21,116.9025,40.3832,17,,,,
9207,21,116.7016,39.9039,128,,,,
9208,21,116.3129,39.919,26,,,,
9209,21,116.1781,39.9314,41,,,,
9210,21,116.2771,40.0611,36,,,,
9211,21,116.4784,40.0324,22,,,,
9212,21,116.5112,39.9671,18,,,,
9213,21,116.5598,40.021,10,,,,
9214,21,116.3547,40.0358,62,,,,
9215,21,116.6953,39.8774,120,,,,
9216,21,116.2815,40.0505,12,,,,
9217,21,116.4748,39.898,85,,,,
9218,21,116.2362,40.236,49,,,,
9219,21,116.2464,40.0588,5,,,,
9220,21,116.6291,40.3142,12,,,,
9221,21,116.4011,39.9017,54,,,,
9222,21,116.3376,40.0623,37,,,,
9223,21,116.3337,39.9452,30,,,,
9224,21,116.6428,40.3165,565,,,,
9225,21,116.5168,39.9797,18,,,,
9226,21,116.6452,39.9088,202,,,,
9227,21,116.2782,39.9558,26,,,,
9228,21,116.4792,39.9551,48,,,,
9229,21,116.1025,39.8895,12,,,,
9230,21,116.2044,40.1423,4,,,,
9231,21,116.6735,39.8749,93,,,,
9232,21,116.0727,39.7154,18,,,,
9233,21,116.3584,39.7611,16,,,,
9234,21,116.4858,39.8771,74,,,,
9235,21,116.5195,40.0188,14,,,,
9236,21,117.1582,40.1442,6,,,,
9237,21,116.1497,39.7554,28,,,,
9238,21,116.3669,40.0777,25,,,,
9239,21,116.4296,39.9751,14,,,,
9240,21,116.4025,39.944,106,,,,
9241,21,116.3579,39.9647,14,,,,
9242,21,116.5284,39.8914,4,,,,
9243,21,116.3395,39.9988,62,,,,
9244,21,116.6921,39.7633,5,,,,
9245,21,116.6647,40.3089,9,,,,
9246,21,116.6285,39.9124,4,,,,
9247,21,116.4497,39.8705,18,,,,
9248,21,116.3884,39.8444,57,,,,
9249,21,116.2391,39.9254,6,,,,
9250,21,117.1191,40.1647,52,,,,
9251,21,116.331,40.0103,53,,,,
9252,21,116.2809,39.9435,12,,,,
9253,21,116.3765,40.0198,8,,,,
9254,21,116.3226,39.8931,41,,,,
9255,21,116.4428,39.8125,5,,,,
9256,21,116.2282,39.9116,56,,,,
9257,21,116.2594,39.8977,10,,,,
9258,21,116.6456,40.041,10,,,,
9259,21,116.283,39.8591,5,,,,
9260,21,116.6472,39.8872,40,,,,
9261,21,116.3165,40.0841,38,,,,
9262,21,116.4345,40.0385,8,,,,
9263,21,116.3626,40.0519,17,,,,
9264,21,116.6693,39.9082,196,,,,
9265,21,116.5277,39.831,12,,,,
9266,21,116.5659,39.9561,14,,,,
9267,21,116.3407,39.9324,25,,,,
9268,21,116.3436,40.093,28,,,,
9269,21,116.6683,39.9368,13,,,,
9270,21,116.6238,40.3705,22,,,,
9271,21,116.3645,39.9836,46,,,,
9272,21,116.5018,39.7967,49,,,,
9273,21,116.7086,39.8337,49,,,,
9274,21,116.1404,39.7441,30,,,,
9275,21,116.5902,40.1014,10,,,,
9276,21,116.5899,39.8088,8,,,,
9277,21,116.6722,40.3933,4,,,,
9278,21,116.3007,39.8733,29,,,,
9279,21,116.3167,39.9452,17,,,,
9280,21,115.9781,40.4711,21,,,,
9281,21,116.4936,39.9065,69,,,,
9282,21,116.2696,40.125,12,,,,
9283,21,116.2569,40.2301,33,,,,
9284,21,116.5325,40.0311,13,,,,
9285,21,116.5107,39.9232,38,,,,
9286,21,116.8419,40.3875,162,,,,
9287,21,116.6446,40.3322,273,,,,
9288,21,116.5119,40.0065,18,,,,
9289,21,116.1764,39.77,4,,,,
9290,21,116.4135,40.0616,20,,,,
9291,21,116.5726,40.439,10,,,,
9292,21,116.7299,39.9403,5,,,,
9293,21,116.4915,39.9305,14,,,,
9294,21,116.7096,39.9339,12,,,,
9295,21,116.3515,39.9135,69,,,,
9296,21,116.2587,39.9317,22,,,,
9297,21,116.3004,40.1006,12,,,,
9298,21,117.1332,40.1717,6,,,,
9299,21,116.2741,39.8854,5,,,,
9300,21,116.2509,40.1965,16,,,,
9301,21,116.2028,39.9325,5,,,,
9302,21,116.2153,39.9214,24,,,,
9303,21,116.3755,39.9749,13,,,,
9304,21,116.344,40.0501,14,,,,
9305,21,116.7053,40.3316,28,,,,
9306,21,116.6378,40.1162,21,,,,
9307,21,116.2153,39.7579,69,,,,
9308,21,116.6884,39.9058,78,,,,
9309,21,116.7943,40.2498,6,,,,
9310,21,116.6903,39.8878,92,,,,
9311,21,116.7869,40.0395,4,,,,
9312,21,116.44,40.0552,28,,,,
9313,21,116.3497,39.7366,69,,,,
9314,21,116.2745,40.1722,8,,,,
9315,21,116.3723,39.7603,8,,,,
9316,21,116.5447,39.8594,42,,,,
9317,21,116.4254,39.996,41,,,,
9318,21,116.4283,40.0664,45,,,,
9319,21,116.4102,40.0524,21,,,,
9320,21,116.3324,40.1766,10,,,,
9321,21,116.5282,39.7892,14,,,,
9322,21,116.2538,40.0449,9,,,,
9323,21,116.3191,39.7529,12,,,,
9324,21,116.1427,39.9416,14,,,,
9325,21,116.6306,40.1477,14,,,,
9326,21,116.3335,39.8468,10,,,,
9327,21,116.4141,39.8484,64,,,,
9328,21,116.3348,39.7341,25,,,,
9329,21,116.2855,40.1015,24,,,,
9330,21,116.3353,39.7955,153,,,,
9331,21,116.3724,40.0664,12,,,,
9332,21,116.3086,39.8205,9,,,,
9333,21,116.7088,39.8877,17,,,,
9334,21,116.4698,39.8043,12,,,,
9335,21,116.8469,40.4081,4,,,,
9336,21,116.3509,39.9528,22,,,,
9337,21,116.351,39.7999,8,,,,
9338,21,116.2263,39.7922,4,,,,
9339,21,116.265,39.8656,10,,,,
9340,21,116.4065,39.8568,17,,,,
9341,21,116.3716,40.0859,45,,,,
9342,21,116.1485,39.7372,134,,,,
9343,21,116.3121,39.9603,57,,,,
9344,21,116.2331,40.2163,14,,,,
9345,21,116.5279,39.8635,4,,,,
9346,21,116.6664,40.3236,17,,,,
9347,21,116.3416,39.7801,13,,,,
9348,21,116.5899,39.9233,14,,,,
9349,21,116.2951,40.1546,28,,,,
9350,21,116.5589,39.9245,4,,,,
9351,21,116.362,39.7253,10,,,,
9352,21,116.3752,40.0287,6,,,,
9353,21,116.1249,39.7606,21,,,,
9354,21,117.1061,40.1512,48,,,,
9355,21,116.6038,39.9318,18,,,,
9356,21,116.4305,39.8085,5,,,,
9357,21,116.2517,39.9091,25,,,,
9358,21,116.3257,39.9298,13,,,,
9359,21,116.2862,39.8753,12,,,,
9360,21,116.6554,40.1219,13,,,,
9361,21,116.7089,39.8767,9,,,,
9362,21,116.3886,39.885,57,,,,
9363,21,116.2847,40.073,4,,,,
9364,21,116.3981,39.9858,8,,,,
9365,21,116.3105,39.8648,17,,,,
9366,21,116.5172,39.9068,8,,,,
9367,21,116.3846,40.0689,13,,,,
9368,21,116.1978,39.9409,20,,,,
9369,21,116.6978,40.2905,21,,,,
9370,21,116.5112,39.8708,13,,,,
9371,21,116.3504,39.9824,33,,,,
9372,21,116.1546,39.7292,12,,,,
9373,21,116.188,40.1351,5,,,,
9374,21,116.6369,40.3253,58,,,,
9375,21,116.2876,39.9138,60,,,,
9376,21,116.5466,40.4359,13,,,,
9377,21,116.4543,39.9778,36,,,,
9378,21,116.2832,39.9276,20,,,,
9379,21,116.6134,40.291,18,,,,
9380,21,116.2872,40.0316,24,,,,
9381,21,116.6477,40.2948,13,,,,
9382,21,116.4002,39.8925,28,,,,
9383,21,116.4129,39.9155,68,,,,
9384,21,116.3721,39.8289,4,,,,
9385,21,116.5779,39.9311,10,,,,
9386,21,116.5962,39.9112,12,,,,
9387,21,116.3002,40.1118,30,,,,
9388,21,116.4062,39.8137,5,,,,
9389,21,116.328,39.9913,80,,,,
9390,21,116.4061,39.9616,25,,,,
9391,21,116.3627,39.9375,20,,,,
9392,21,116.1669,40.1516,9,,,,
9393,21,116.3937,39.9974,54,,,,
9394,21,116.3411,39.8234,9,,,,
9395,21,117.1179,40.1479,28,,,,
9396,21,116.6651,40.3326,16,,,,
9397,21,116.4127,39.8921,37,,,,
9398,21,116.6289,40.3031,36,,,,
9399,21,116.3482,39.7512,13,,,,
9400,21,116.3261,39.9612,85,,,,
9401,21,116.3889,40.0079,9,,,,
9402,21,116.6212,40.0623,82,,,,
9403,21,116.8925,40.3915,17,,,,
9404,21,116.276,40.0415,45,,,,
9405,21,116.6358,39.897,14,,,,
9406,21,116.6485,39.8761,74,,,,
9407,21,116.4478,40.094,5,,,,
9408,21,116.675,39.8898,218,,,,
9409,21,116.6939,39.9194,65,,,,
9410,21,116.361,39.8745,8,,,,
9411,21,116.6892,40.3497,18,,,,
9412,21,116.1278,40.0851,13,,,,
9413,21,116.4402,39.9834,40,,,,
9414,21,116.687,40.0979,21,,,,
9415,21,116.2851,39.8995,14,,,,
9416,21,116.3938,39.8765,10,,,,
9417,21,116.4966,39.9756,29,,,,
9418,21,115.9899,39.7174,8,,,,
9419,21,116.3546,40.0784,10,,,,
9420,21,116.2986,40.0053,8,,,,
9421,21,116.3132,40.1914,5,,,,
9422,21,116.4082,39.9954,8,,,,
9423,21,116.3077,40.0571,72,,,,
9424,21,116.8578,40.3777,528,,,,
9425,21,116.8378,40.3517,10,,,,
9426,21,116.3394,39.7433,28,,,,
9427,21,116.678,40.1342,33,,,,
9428,21,116.2269,40.228,25,,,,
9429,21,116.7244,39.8868,9,,,,
9430,21,116.3046,39.7067,12,,,,
9431,21,116.3856,39.8567,21,,,,
9432,21,116.5308,39.9168,13,,,,
9433,21,116.4088,40.0753,30,,,,
9434,21,116.313,39.9899,68,,,,
9435,21,116.7156,39.8681,9,,,,
9436,21,116.3461,39.8758,28,,,,
9437,21,116.294,39.9338,10,,,,
9438,21,116.3287,40.0719,30,,,,
9439,21,116.5467,39.9111,16,,,,
9440,21,116.4167,39.9751,37,,,,
9441,21,116.4247,40.0441,26,,,,
9442,21,116.3596,39.8999,14,,,,
9443,21,117.1244,40.14,42,,,,
9444,21,116.5642,40.0903,18,,,,
9445,21,116.5596,40.1555,9,,,,
9446,21,116.5099,40.0428,14,,,,
9447,21,116.3704,39.9454,9,,,,
9448,21,116.8177,40.3682,42,,,,
9449,21,116.3383,39.7689,88,,,,
9450,21,116.3756,39.8403,8,,,,
9451,21,116.3817,39.9015,113,,,,
9452,21,117.1353,40.1519,57,,,,
9453,21,116.4804,39.915,106,,,,
9454,21,116.3167,39.9101,42,,,,
9455,21,116.2955,39.9651,85,,,,
9456,21,116.6573,39.9079,5,,,,
9457,21,116.3751,40.0095,46,,,,
9458,21,116.2934,40.2141,62,,,,
9459,21,116.2851,39.8396,20,,,,
9460,21,116.6602,39.9496,12,,,,
9461,21,116.313,40.1302,18,,,,
9462,21,116.335,40.0834,54,,,,
9463,21,116.4207,39.8614,12,,,,
9464,21,116.8738,40.3898,20,,,,
9465,21,116.4978,39.9203,46,,,,
9466,21,116.418,39.9624,12,,,,
9467,21,116.3309,39.9016,26,,,,
9468,21,116.4036,40.0933,5,,,,
9469,21,116.3531,40.0185,16,,,,
9470,21,116.4366,39.9397,88,,,,
9471,21,116.5997,40.1329,4,,,,
9472,21,116.5731,39.8161,4,,,,
9473,21,116.6811,40.1148,52,,,,
9474,21,116.208,39.914,24,,,,
9475,21,116.4779,39.9787,28,,,,
9476,21,116.4444,39.9135,89,,,,
9477,21,116.4241,40.0149,49,,,,
9478,21,116.4374,39.8902,38,,,,
9479,21,116.6474,40.1408,18,,,,
9480,21,117.0711,40.1391,6,,,,
9481,21,117.0224,40.0898,37,,,,
9482,21,116.4208,40.0857,34,,,,
9483,21,116.6238,39.9319,12,,,,
9484,21,116.4251,39.9015,74,,,,
9485,21,116.5152,39.9371,104,,,,
9486,22,116.3404,39.9898,156,,,,
9487,22,116.52,39.8004,18,,,,
9488,22,116.1943,39.9249,10,,,,
9489,22,116.6383,39.9058,44,,,,
9490,22,116.3384,39.9251,20,,,,
9491,22,116.3729,40.0848,93,,,,
9492,22,116.4602,39.9222,602,,,,
9493,22,116.2427,39.9576,8,,,,
9494,22,116.6575,39.8822,24,,,,
9495,22,116.5567,39.9621,24,,,,
9496,22,117.3121,40.1833,6,,,,
9497,22,117.1177,40.1587,9,,,,
9498,22,116.7096,39.9339,33,,,,
9499,22,116.4568,40.0293,10,,,,
9500,22,116.6942,40.3308,10,,,,
9501,22,116.5718,39.9097,13,,,,
9502,22,116.5798,40.3649,6,,,,
9503,22,116.379,40.1062,12,,,,
9504,22,116.5474,40.0416,20,,,,
9505,22,116.2764,40.0185,126,,,,
9506,22,116.4208,40.141,12,,,,
9507,22,116.4322,40.0375,8,,,,
9508,22,116.3266,39.9576,30,,,,
9509,22,116.2821,40.0091,20,,,,
9510,22,116.2168,39.9984,9,,,,
9511,22,116.3463,39.9809,13,,,,
9512,22,116.4048,39.9473,310,,,,
9513,22,116.4235,39.9473,117,,,,
9514,22,116.5046,39.9827,124,,,,
9515,22,116.6464,40.1433,14,,,,
9516,22,116.4838,39.9394,20,,,,
9517,22,116.6265,40.0518,5,,,,
9518,22,116.4199,39.8794,9,,,,
9519,22,116.2591,39.9133,29,,,,
9520,22,116.0688,39.7204,8,,,,
9521,22,116.5624,39.9151,49,,,,
9522,22,116.6679,39.8707,40,,,,
9523,22,116.1431,40.2443,8,,,,
9524,22,116.4278,39.8877,20,,,,
9525,22,116.5697,39.9374,5,,,,
9526,22,116.3232,39.9075,38,,,,
9527,22,116.5219,39.7838,12,,,,
9528,22,116.4168,39.9914,58,,,,
9529,22,116.8679,40.392,181,,,,
9530,22,116.3995,40.004,82,,,,
9531,22,116.6702,40.3663,21,,,,
9532,22,116.3956,39.9601,20,,,,
9533,22,116.4068,39.8796,10,,,,
9534,22,116.3547,39.9543,8,,,,
9535,22,116.3438,39.9099,48,,,,
9536,22,116.5447,39.8594,58,,,,
9537,22,116.5662,40.3411,10,,,,
9538,22,116.5933,40.1049,5,,,,
9539,22,116.3423,39.8987,25,,,,
9540,22,116.2333,39.9114,82,,,,
9541,22,116.5548,40.2889,17,,,,
9542,22,116.1927,39.7676,9,,,,
9543,22,116.3399,39.7271,5,,,,
9544,22,116.3324,39.874,4,,,,
9545,22,116.2749,40.1304,10,,,,
9546,22,116.2934,40.1047,52,,,,
9547,22,116.452,39.9151,218,,,,
9548,22,116.4412,39.8583,45,,,,
9549,22,116.1796,39.9298,24,,,,
9550,22,116.505,39.7976,10,,,,
9551,22,116.5394,39.8114,21,,,,
9552,22,116.4455,39.9764,42,,,,
9553,22,116.4265,39.8093,17,,,,
9554,22,116.5773,40.1071,14,,,,
9555,22,116.2531,40.227,9,,,,
9556,22,116.3015,39.9041,13,,,,
9557,22,116.4621,39.9395,464,,,,
9558,22,116.7682,40.3471,9,,,,
9559,22,116.3994,39.9713,25,,,,
9560,22,116.6036,40.0512,10,,,,
9561,22,116.364,39.8523,41,,,,
9562,22,116.2553,40.2174,82,,,,
9563,22,116.2453,40.0588,4,,,,
9564,22,116.4668,39.9662,45,,,,
9565,22,116.3985,39.9143,268,,,,
9566,22,116.3794,39.8238,9,,,,
9567,22,116.3535,39.7686,12,,,,
9568,22,116.7948,39.8572,5,,,,
9569,22,116.5615,40.0919,10,,,,
9570,22,116.2815,40.05,13,,,,
9571,22,116.2425,39.9043,14,,,,
9572,22,116.7144,39.9128,20,,,,
9573,22,116.822,40.1865,13,,,,
9574,22,116.3539,39.847,8,,,,
9575,22,116.5192,40.0171,10,,,,
9576,22,116.4469,39.8918,16,,,,
9577,22,116.828,40.3726,69,,,,
9578,22,116.6061,39.897,5,,,,
9579,22,116.2876,40.1587,18,,,,
9580,22,116.3562,40.0066,29,,,,
9581,22,116.3752,39.9657,9,,,,
9582,22,116.4963,39.9905,16,,,,
9583,22,116.437,39.8698,37,,,,
9584,22,116.0415,39.7158,4,,,,
9585,22,116.4743,40.0171,60,,,,
9586,22,116.6149,39.9557,6,,,,
9587,22,116.1426,39.7321,53,,,,
9588,22,116.308,39.8894,16,,,,
9589,22,116.8484,40.3924,56,,,,
9590,22,116.4525,39.8331,4,,,,
9591,22,116.4285,39.9652,10,,,,
9592,22,116.3324,39.9419,40,,,,
9593,22,116.5272,40.0317,8,,,,
9594,22,116.6579,40.1343,134,,,,
9595,22,116.6506,40.3326,208,,,,
9596,22,116.4864,39.8015,30,,,,
9597,22,116.5456,39.968,17,,,,
9598,22,116.6946,39.9197,18,,,,
9599,22,116.6818,39.8841,210,,,,
9600,22,116.421,40.0424,4,,,,
9601,22,116.3073,40.0307,30,,,,
9602,22,116.2441,40.206,8,,,,
9603,22,116.6557,39.8454,33,,,,
9604,22,116.5812,39.8644,10,,,,
9605,22,116.4902,39.9045,66,,,,
9606,22,116.3935,39.9955,34,,,,
9607,22,116.3236,39.9847,337,,,,
9608,22,116.8332,40.393,32,,,,
9609,22,116.6128,39.9216,21,,,,
9610,22,116.6074,40.0774,4,,,,
9611,22,116.5215,39.8571,13,,,,
9612,22,116.4071,40.1873,5,,,,
9613,22,116.3411,40.088,46,,,,
9614,22,116.3188,39.7728,6,,,,
9615,22,116.3457,39.812,5,,,,
9616,22,116.3126,40.0593,68,,,,
9617,22,116.394,39.8801,36,,,,
9618,22,116.2674,39.9586,17,,,,
9619,22,116.3561,39.8833,14,,,,
9620,22,116.7656,40.1069,21,,,,
9621,22,116.1449,40.1094,6,,,,
9622,22,116.573,40.0227,24,,,,
9623,22,116.4245,40.0289,14,,,,
9624,22,116.3978,40.1126,14,,,,
9625,22,116.7332,39.8391,8,,,,
9626,22,116.3103,39.9869,50,,,,
9627,22,116.4434,40.0333,16,,,,
9628,22,116.5342,40.0155,10,,,,
9629,22,116.3183,40.0857,25,,,,
9630,22,116.4157,39.96,74,,,,
9631,22,116.3865,39.774,13,,,,
9632,22,116.2176,39.7596,12,,,,
9633,22,116.8552,40.4103,10,,,,
9634,22,116.2065,39.9336,8,,,,
9635,22,116.4953,39.9319,58,,,,
