,hour,longitude,latitude,value
176,0,116.3622,39.948,54.0
177,0,116.5635,39.9533,43.0
178,0,116.3215,39.9854,1320.0
179,0,116.3081,40.0503,95.0
180,0,116.2406,40.2293,14.0
181,0,116.4368,39.8518,14.0
182,1,116.3172,40.0328,50.0
183,1,116.3684,39.9235,85.0
184,1,116.2817,39.923,56.0
185,1,116.488,40.0017,179.0
186,1,116.7325,39.9566,73.0
187,1,116.409,39.914,76.0
188,1,116.8178,40.3685,25.0
189,1,116.5594,39.9296,48.0
190,1,116.3398,40.0501,14.0
191,1,116.297,39.8445,69.0
192,1,116.1105,39.9508,25.0
193,1,116.622,40.0587,1132.0
194,1,116.3653,40.0075,30.0
195,1,116.4475,39.928,242.0
196,1,116.4009,39.9681,158.0
197,1,116.3557,40.0537,67.0
198,1,116.4993,39.9212,139.0
199,1,116.4763,39.8947,51.0
200,1,116.2917,39.832,133.0
201,1,116.4433,39.8975,69.0
202,1,116.3041,40.1014,94.0
203,1,116.619,40.0724,186.0
204,1,116.3446,39.8913,38.0
205,1,116.4435,39.9777,43.0
206,1,116.331,39.957,163.0
207,1,116.4283,39.7431,176.0
208,1,116.5083,39.9322,59.0
209,1,116.284,39.875,25.0
210,1,116.4964,39.9883,39.0
211,1,116.1977,39.9212,14.0
212,1,116.4167,39.9911,120.0
213,1,116.4039,39.8019,64.0
214,1,116.2879,39.9475,27.0
215,1,116.4018,39.9471,177.0
216,1,116.2469,39.8652,32.0
217,1,116.4151,39.8699,38.0
218,1,116.3732,40.0233,21.0
219,1,116.5452,39.9182,15.0
220,1,116.8412,40.3822,15.0
221,1,116.4905,39.9375,142.0
222,1,116.3855,39.983,149.0
223,1,116.6683,39.8709,24.0
224,1,116.5936,40.1034,159.0
225,1,116.2672,39.9287,60.0
226,1,116.2988,39.9308,65.0
227,1,116.3857,39.9135,139.0
228,1,116.8653,40.4018,30.0
229,1,116.8522,40.3788,45.0
230,1,116.3569,40.0143,108.0
231,1,116.4696,39.9548,116.0
232,1,116.2119,39.9153,17.0
233,1,116.4233,40.0012,113.0
234,1,116.3321,39.779,220.0
235,1,116.4295,40.0096,65.0
236,1,116.1985,39.9432,123.0
237,1,116.4388,39.9599,76.0
238,1,116.329,39.9816,23.0
239,1,116.3077,39.9435,111.0
240,1,116.4964,39.9773,86.0
241,1,116.3655,39.9407,41.0
242,1,116.43,40.0456,150.0
243,1,116.5274,39.928,84.0
244,1,116.3717,39.8459,30.0
245,1,116.3999,39.989,16.0
246,1,116.4658,39.9243,477.0
247,1,116.5833,39.9152,98.0
248,1,116.4408,39.8877,51.0
249,1,116.4232,39.9467,129.0
250,1,116.6012,40.0905,1054.0
251,1,116.4144,39.9715,57.0
252,1,116.4829,39.8733,58.0
253,1,116.3414,39.9696,48.0
254,1,116.5044,39.797,35.0
255,1,116.4742,40.0161,215.0
256,1,116.3161,39.9164,56.0
257,1,116.3801,39.8642,124.0
258,1,116.3211,40.0426,41.0
259,1,116.4182,40.0124,20.0
260,1,116.4822,39.8061,112.0
261,1,116.3718,39.9635,93.0
262,1,116.3471,40.0033,61.0
263,1,116.2911,39.9385,14.0
264,1,116.2934,39.8959,14.0
265,1,116.4316,39.9217,79.0
266,1,116.2489,40.1681,55.0
267,1,116.5076,39.9942,83.0
268,1,116.3461,39.7416,24.0
269,1,116.4227,39.9569,124.0
270,1,116.4786,39.961,71.0
271,1,116.3398,39.992,234.0
272,1,116.8738,40.3835,8.0
273,1,116.3716,39.9124,209.0
274,1,116.3016,39.879,202.0
275,1,116.343,40.0362,84.0
276,1,116.4619,39.9333,487.0
277,1,116.3141,40.0524,57.0
278,1,116.4641,40.003,210.0
279,1,116.8562,40.3954,15.0
280,1,116.4545,39.9668,83.0
281,1,116.2781,40.0407,24.0
282,1,116.463,39.9144,350.0
283,1,116.4255,39.9125,122.0
284,1,116.2937,39.9672,72.0
285,1,116.455,39.8989,70.0
286,1,116.6568,39.8894,23.0
287,1,116.304,39.9192,62.0
288,1,116.2118,39.9486,28.0
289,1,116.1906,39.738,21.0
290,1,116.3858,39.9564,25.0
291,1,116.6623,39.8996,12.0
292,1,116.328,39.902,78.0
293,1,116.4184,39.9213,123.0
294,1,116.2283,39.9083,127.0
295,1,116.3124,39.9834,791.0
296,1,116.5125,40.0888,124.0
297,1,116.521,39.9378,95.0
298,1,116.2378,39.8788,93.0
299,1,116.4042,40.012,226.0
300,1,116.372,39.9793,178.0
301,1,116.4175,39.8965,86.0
302,1,116.4768,40.0049,39.0
303,1,116.512,39.9213,32.0
304,1,116.3952,40.0058,159.0
305,1,116.4397,39.9408,616.0
306,1,116.4795,39.9092,256.0
307,1,116.3545,39.9557,442.0
308,1,116.6403,40.3255,8.0
309,1,116.4694,39.8734,87.0
310,1,116.4668,39.9047,21.0
311,1,116.1996,39.9316,110.0
312,1,116.3941,39.8715,20.0
313,2,116.4425,39.9778,41.0
314,2,116.4767,39.899,124.0
315,2,116.8722,40.3812,12.0
316,2,116.3722,39.9998,65.0
317,2,116.4579,39.8758,19.0
318,2,116.4054,40.0237,73.0
319,2,116.4227,39.9153,51.0
320,2,116.3107,40.0585,113.0
321,2,116.4746,40.0107,38.0
322,2,116.478,39.9657,37.0
323,2,116.4643,39.9961,117.0
324,2,116.3889,39.9291,65.0
325,2,116.3195,39.9842,443.0
326,2,116.3155,39.8768,30.0
327,2,116.39,39.8698,51.0
328,2,116.2862,39.846,14.0
329,2,116.5314,39.952,55.0
330,2,116.3246,40.0227,23.0
331,2,116.3771,40.0157,36.0
332,2,116.4265,39.9472,147.0
333,2,116.5849,39.9373,81.0
334,2,116.3662,39.9374,28.0
335,2,116.3199,39.8548,21.0
336,2,116.4348,39.9158,66.0
337,2,116.3199,40.0333,77.0
338,2,116.4704,39.9505,62.0
339,2,116.4478,39.928,177.0
340,2,116.22,39.9068,80.0
341,2,116.4164,40.0142,65.0
342,2,116.4799,40.0242,67.0
343,2,116.4197,40.0052,194.0
344,2,116.1963,39.7671,2000.0
345,2,116.4965,39.9048,135.0
346,2,116.356,39.9818,347.0
347,2,116.3244,39.8894,38.0
348,2,116.4205,39.9306,110.0
349,2,116.5059,39.9219,232.0
350,2,116.4343,39.9899,190.0
351,2,116.5089,39.9114,109.0
352,2,116.4843,39.9203,200.0
353,2,116.4659,39.918,394.0
354,2,116.4546,39.9518,43.0
355,2,116.344,40.0326,339.0
356,2,116.4973,39.9892,62.0
357,2,116.3149,39.9651,61.0
358,2,116.4572,39.939,698.0
359,2,116.4826,39.9439,17.0
360,2,116.4463,40.0836,75.0
361,2,116.4799,39.9293,103.0
362,2,116.6676,39.9144,19.0
363,2,116.3075,40.023,39.0
364,2,116.3541,39.9179,48.0
365,2,116.3427,39.939,77.0
366,2,116.3443,39.9909,21.0
367,2,116.4928,39.9137,45.0
368,2,116.294,39.973,17.0
369,2,116.3156,39.9413,27.0
370,2,116.3135,40.0476,28.0
371,2,116.5098,39.9862,191.0
372,2,116.3699,39.9053,68.0
373,2,116.4866,40.0031,172.0
374,2,116.6446,39.8789,68.0
375,2,116.4661,39.9646,70.0
376,2,116.272,39.8615,77.0
377,2,116.3857,39.9136,16.0
378,2,116.6029,40.0854,466.0
379,2,116.622,40.0615,1423.0
380,2,116.5101,39.9725,70.0
381,2,116.3425,39.9587,120.0
382,2,116.4746,39.8511,115.0
383,2,116.4006,39.9708,39.0
384,2,116.4388,39.9593,94.0
385,2,116.4075,40.002,104.0
386,2,116.3716,39.8585,32.0
387,2,116.5066,39.7973,46.0
388,2,116.2596,39.9317,28.0
389,2,116.619,40.0818,229.0
390,2,116.5251,39.9295,42.0
391,2,116.4065,39.7994,198.0
392,3,116.4865,40.0178,31.0
393,3,116.3583,39.9825,68.0
394,3,116.4074,39.9996,42.0
395,3,116.4836,40.0032,35.0
396,3,116.3496,39.9136,115.0
397,3,116.4621,39.988,72.0
398,3,116.4942,39.9668,25.0
399,3,116.4141,39.9487,14.0
400,3,116.4502,39.9388,187.0
401,3,116.3855,39.9633,17.0
402,3,116.4481,39.928,190.0
403,3,116.2865,39.9117,63.0
404,3,116.4304,39.9868,76.0
405,3,116.7018,39.8998,19.0
406,3,116.5958,40.0854,102.0
407,3,116.3237,39.9139,41.0
408,3,116.374,39.8957,34.0
409,3,116.4772,39.9216,39.0
410,3,116.4825,39.9438,21.0
411,3,116.3402,39.8829,33.0
412,3,116.4641,39.9195,222.0
413,3,116.317,39.942,84.0
414,3,116.1903,39.938,52.0
415,3,116.6503,39.8988,75.0
416,3,116.3196,39.9678,48.0
417,3,116.4148,40.0557,14.0
418,3,116.4223,39.9572,37.0
419,3,116.3281,39.899,50.0
420,3,116.2927,40.1081,73.0
421,3,116.4648,39.8798,50.0
422,3,116.3201,39.9896,58.0
423,3,116.3021,40.0017,48.0
424,3,116.289,39.8628,14.0
425,3,116.4186,39.9154,134.0
426,3,116.4735,39.9651,17.0
427,3,116.3666,39.9541,48.0
428,3,116.3061,39.8914,24.0
429,3,116.4546,39.8738,19.0
430,3,116.398,39.9429,103.0
431,3,116.3569,40.0415,69.0
432,3,116.3735,40.0069,16.0
433,3,116.3935,39.898,34.0
434,3,116.3504,39.8952,14.0
435,3,116.3904,39.8751,44.0
436,3,116.3239,39.959,100.0
437,3,116.444,39.9467,97.0
438,3,116.6239,40.057,527.0
439,3,116.5094,39.9773,25.0
440,3,116.409,39.9597,110.0
441,3,116.4083,40.0116,21.0
442,3,116.4862,39.9052,73.0
443,3,116.4541,39.8381,15.0
444,3,116.5244,39.7668,14.0
445,3,116.5144,39.9642,20.0
446,3,116.8465,40.4008,10.0
447,3,116.3878,39.9797,57.0
448,3,116.2871,39.9463,25.0
449,3,116.3199,39.8553,32.0
450,3,116.2443,39.9029,48.0
451,3,116.3951,40.0047,20.0
452,3,116.5873,39.9198,61.0
453,3,116.4517,39.9118,30.0
454,3,116.3724,39.8692,50.0
455,3,116.2664,39.9153,81.0
456,3,116.5568,39.9094,39.0
457,3,116.3642,39.9264,39.0
458,3,116.4494,39.8995,27.0
459,3,116.4916,39.9209,125.0
460,4,116.214,39.9046,151.0
461,4,116.4192,40.0815,53.0
462,4,116.3963,40.0079,116.0
463,4,116.4572,39.9715,39.0
464,4,116.5025,39.9159,14.0
465,4,116.4288,39.9141,37.0
466,4,116.4659,39.9103,42.0
467,4,116.176,39.9245,18.0
468,4,116.2649,40.1683,224.0
469,4,116.4727,39.9652,39.0
470,4,116.5946,40.0041,35.0
471,4,116.3661,39.9438,25.0
472,4,116.4055,39.8509,112.0
473,4,116.3517,39.816,94.0
474,4,116.3816,40.0163,144.0
475,4,116.6871,39.8918,17.0
476,4,116.4257,39.9473,82.0
477,4,116.6045,39.9212,75.0
478,4,116.3643,40.0744,56.0
479,4,116.4455,39.8735,38.0
480,4,116.3097,40.1045,129.0
481,4,116.2929,39.849,90.0
482,4,116.3006,39.8649,81.0
483,4,116.6636,40.1315,43.0
484,4,116.4763,39.899,52.0
485,4,116.5123,39.9658,96.0
486,4,116.4505,39.9378,92.0
487,4,116.487,40.0007,63.0
488,4,116.3534,39.8807,49.0
489,4,116.4669,39.9199,39.0
490,4,116.4473,39.9284,219.0
491,4,116.4254,39.8037,31.0
492,4,116.4306,40.0475,48.0
493,4,116.4723,39.8812,29.0
494,4,116.3059,39.9137,18.0
495,4,116.8792,40.3848,8.0
496,4,116.4303,39.8568,37.0
497,4,116.3745,39.8438,34.0
498,4,116.3411,39.8977,53.0
499,4,116.4,39.9515,43.0
500,4,116.5052,39.9399,82.0
501,4,116.4226,39.9232,32.0
502,4,116.5944,40.086,290.0
503,4,116.4401,40.0561,20.0
504,4,116.3815,39.9289,16.0
505,4,116.3515,40.0201,123.0
506,4,116.4634,39.9287,91.0
507,4,116.7031,39.88,14.0
508,4,116.4757,40.0191,65.0
509,4,116.8345,40.3827,22.0
510,4,116.3116,39.9944,135.0
511,4,116.3803,39.8626,150.0
512,4,116.4021,39.821,151.0
513,4,116.8424,40.3667,14.0
514,4,116.3168,39.9175,144.0
515,4,116.2815,39.9253,19.0
516,4,116.8553,40.3757,12.0
517,4,116.6221,40.061,130.0
518,4,116.4394,39.9809,55.0
519,4,116.3644,39.927,226.0
520,4,116.4537,39.9567,83.0
521,4,116.3143,39.9501,71.0
522,4,116.3912,39.9808,187.0
523,4,116.4658,39.9982,103.0
524,5,116.5946,40.086,108.0
525,5,116.4972,40.0114,14.0
526,5,116.4519,39.8517,51.0
527,5,116.8496,40.3739,10.0
528,5,116.5241,39.9226,82.0
529,5,116.5137,39.8182,81.0
530,5,116.3464,39.756,207.0
531,5,116.311,39.9983,36.0
532,5,116.2772,39.9352,43.0
533,5,116.5127,39.9303,34.0
534,5,116.6642,40.2939,28.0
535,5,116.4282,39.9026,104.0
536,5,116.4191,40.0125,88.0
537,5,116.4776,39.939,49.0
538,5,116.3726,39.8941,23.0
539,5,116.3242,40.0471,100.0
540,5,116.3868,39.9187,26.0
541,5,116.5378,39.9266,33.0
542,5,116.6939,39.8804,340.0
543,5,116.3438,39.7358,16.0
544,5,116.3718,40.0657,78.0
545,5,116.4095,39.9181,43.0
546,5,116.1248,39.922,45.0
547,5,116.2576,40.2064,20.0
548,5,116.3505,39.799,154.0
549,5,116.3766,39.9823,26.0
550,5,116.708,39.8822,118.0
551,5,116.8526,40.383,34.0
552,5,116.37,39.96,122.0
553,5,116.5084,40.0226,53.0
554,5,116.4914,39.859,60.0
555,5,116.4505,39.9371,40.0
556,5,116.4519,39.8942,23.0
557,5,116.4271,39.9141,57.0
558,5,116.6585,39.9266,117.0
559,5,116.6647,39.8958,13.0
560,5,116.2166,39.9062,53.0
561,5,116.3452,40.0844,101.0
562,5,116.3327,40.0754,124.0
563,5,116.4505,39.9636,14.0
564,5,116.4506,39.8647,41.0
565,5,116.2995,39.978,44.0
566,5,116.2304,39.9363,50.0
567,5,116.4977,39.9943,51.0
568,5,116.4628,39.9666,137.0
569,5,116.2707,39.8575,25.0
570,5,116.3506,39.9961,429.0
571,5,116.3757,39.998,79.0
572,5,116.4031,39.9066,21.0
573,5,116.3176,39.755,10.0
574,5,116.2753,39.9607,228.0
575,5,116.3096,40.0487,108.0
576,5,116.6332,40.3167,8.0
577,5,116.4134,40.0007,37.0
578,5,116.2425,39.9132,49.0
579,5,116.6209,40.0616,147.0
580,5,116.4379,39.9911,108.0
581,5,116.326,39.9358,24.0
582,5,116.697,39.9446,60.0
583,5,116.3795,39.9301,96.0
584,5,116.4773,40.0146,41.0
585,5,116.2957,39.9638,18.0
586,5,116.5379,39.8782,42.0
587,5,116.3304,40.0582,105.0
588,5,116.5113,39.9673,109.0
589,5,116.213,39.9488,45.0
590,5,116.3986,39.8523,125.0
591,5,116.2447,40.2183,27.0
592,5,116.4773,39.8434,33.0
593,5,116.415,39.9602,45.0
594,5,117.1281,40.1512,55.0
595,5,116.4245,39.8716,233.0
596,5,116.2877,40.0505,28.0
597,5,116.4313,39.9773,44.0
598,5,116.8336,40.3761,24.0
599,5,116.1934,39.934,45.0
600,5,116.2555,39.8955,41.0
601,5,116.288,39.9008,153.0
602,5,116.288,40.1132,27.0
603,5,116.52,39.9386,238.0
604,5,117.1242,40.1647,8.0
605,5,116.3291,39.9852,51.0
606,5,116.6759,39.8761,141.0
607,5,116.2933,40.036,62.0
608,5,116.4929,39.9739,60.0
609,5,116.2135,39.9289,60.0
610,5,116.3301,40.0056,44.0
611,5,116.3105,39.9486,110.0
612,5,116.3219,39.7725,68.0
613,5,116.2995,39.9427,149.0
614,5,116.2808,40.0312,124.0
615,5,116.8428,40.3926,18.0
616,5,116.3246,39.9559,147.0
617,5,116.6975,39.9002,113.0
618,5,116.4696,39.9548,67.0
619,5,116.3047,39.8488,61.0
620,5,116.475,39.9966,141.0
621,5,116.5061,39.7796,22.0
622,5,116.3429,39.9004,64.0
623,5,116.6421,40.3243,12.0
624,5,116.3599,39.8876,178.0
625,5,116.4517,39.8103,58.0
626,5,116.458,39.9461,166.0
627,5,116.3002,39.8394,70.0
628,5,116.8696,40.3853,34.0
629,5,116.5036,39.7973,89.0
630,5,116.3349,39.9425,110.0
631,5,116.3364,40.0466,52.0
632,5,116.273,39.8724,156.0
633,5,116.3451,39.9777,44.0
634,5,116.5325,40.0911,34.0
635,5,116.4481,39.882,26.0
636,5,116.8707,40.3759,8.0
637,5,116.3371,39.8883,30.0
638,5,116.2894,39.9219,44.0
639,5,116.1867,39.747,13.0
640,5,116.1311,39.7339,12.0
641,5,116.3626,40.035,23.0
642,5,116.3245,39.9688,45.0
643,5,116.6125,39.9352,63.0
644,5,116.2688,40.134,44.0
645,5,116.3521,40.0214,62.0
646,5,116.3858,39.8471,51.0
647,5,116.2672,40.0807,123.0
648,5,116.5092,39.903,88.0
649,5,116.5122,39.9144,86.0
650,5,116.6895,39.892,14.0
651,5,116.3587,40.0461,13.0
652,5,116.407,40.0114,54.0
653,5,116.3383,40.037,122.0
654,5,116.3575,40.0066,86.0
655,5,116.3941,39.9864,18.0
656,5,116.3645,39.7959,15.0
657,5,116.5886,39.9196,13.0
658,5,116.4855,40.0062,146.0
659,5,116.4163,39.7018,32.0
660,5,116.3159,40.0713,33.0
661,5,116.1763,39.9342,239.0
662,5,116.2552,40.0846,30.0
663,5,116.4615,40.0132,112.0
664,5,116.3883,39.973,44.0
665,5,116.2309,39.9101,49.0
666,5,116.484,39.9229,205.0
667,5,116.4331,40.0433,47.0
668,5,116.5097,39.8738,40.0
669,5,116.3717,39.9454,13.0
670,5,116.465,39.9195,14.0
671,5,116.8821,40.3977,20.0
672,5,116.6899,39.91,11.0
673,5,116.5938,39.9282,72.0
674,5,116.4691,39.906,157.0
675,5,116.3738,40.0413,75.0
676,5,116.5732,39.8603,64.0
677,5,116.4406,39.9457,31.0
678,5,116.3421,39.9565,35.0
679,5,116.3086,39.9202,51.0
680,5,116.3559,39.929,98.0
681,5,116.2538,39.9265,27.0
682,5,116.4866,39.8081,113.0
683,5,116.355,39.9056,49.0
684,6,116.4308,39.9834,272.0
685,6,116.3097,39.9781,28.0
686,6,116.4626,40.0048,31.0
687,6,116.2114,39.9479,37.0
688,6,116.5196,39.9273,162.0
689,6,116.4314,40.0372,176.0
690,6,116.3029,39.9672,85.0
691,6,116.455,39.9517,49.0
692,6,116.3219,39.7725,37.0
693,6,116.4172,39.8779,36.0
694,6,116.5642,40.0703,30.0
695,6,116.565,39.7735,19.0
696,6,116.3768,40.0421,68.0
697,6,117.1046,40.1675,8.0
698,6,116.3,39.9299,113.0
699,6,116.4826,39.8835,140.0
700,6,116.6444,40.1395,10.0
701,6,116.513,39.9837,42.0
702,6,116.3704,40.0093,168.0
703,6,116.6441,40.3494,16.0
704,6,116.4846,39.9794,53.0
705,6,116.1874,39.9346,71.0
706,6,116.6371,39.8799,61.0
707,6,116.4582,39.9758,40.0
708,6,116.5148,39.7696,45.0
709,6,116.4215,39.8447,46.0
710,6,116.4696,39.9513,123.0
711,6,116.2739,40.1329,150.0
712,6,116.2215,39.775,139.0
713,6,116.4154,39.9683,189.0
714,6,116.2901,40.0676,81.0
715,6,116.447,39.9728,13.0
716,6,116.3567,40.0045,306.0
717,6,116.4825,39.9436,106.0
718,6,116.4591,39.8753,115.0
719,6,116.2598,39.8732,69.0
720,6,116.325,39.9816,20.0
721,6,116.2402,39.9258,156.0
722,6,116.6618,40.1286,10.0
723,6,116.6203,39.9348,88.0
724,6,116.2917,39.8828,51.0
725,6,116.4189,40.0061,96.0
726,6,116.4745,40.0071,185.0
727,6,116.3409,39.7572,230.0
728,6,117.1225,40.1696,19.0
729,6,116.2969,40.1059,65.0
730,6,116.68,39.9061,14.0
731,6,116.6436,40.1513,10.0
732,6,116.1745,39.9393,13.0
733,6,116.6663,39.9047,11.0
734,6,116.693,39.8923,169.0
735,6,116.332,39.9731,54.0
736,6,116.4383,40.0204,31.0
737,6,116.596,39.9287,38.0
738,6,116.4435,39.857,72.0
739,6,116.7002,39.9025,10.0
740,6,116.4234,39.8047,41.0
741,6,116.5715,39.9616,23.0
742,6,116.347,39.9823,82.0
743,6,116.2631,39.9304,81.0
744,6,116.4479,40.0346,144.0
745,6,116.2859,39.907,61.0
746,6,116.3159,39.9413,52.0
747,6,116.4019,39.8593,127.0
748,6,116.286,40.0306,63.0
749,6,116.5543,39.8171,150.0
750,6,116.4656,39.9291,204.0
751,6,116.6111,39.9211,72.0
752,6,116.3501,39.792,71.0
753,6,116.464,39.9144,184.0
754,6,116.2563,39.94,42.0
755,6,116.3514,39.8939,145.0
756,6,116.3713,39.9648,294.0
757,6,116.5943,39.9189,74.0
758,6,116.6869,39.9341,49.0
759,6,116.2872,39.8587,38.0
760,6,116.5052,39.9967,59.0
761,6,116.1624,39.7675,35.0
762,6,116.1479,39.9679,85.0
763,6,116.6475,39.8858,12.0
764,6,116.4274,39.9952,31.0
765,6,116.33,40.0645,73.0
766,6,116.3951,39.8764,66.0
767,6,116.8715,40.3766,22.0
768,6,116.6878,40.2917,16.0
769,6,116.3788,39.9171,171.0
770,6,116.0257,39.6828,50.0
771,6,116.295,40.1524,119.0
772,6,116.2424,40.2147,138.0
773,6,116.3261,39.9297,14.0
774,6,116.642,40.1169,31.0
775,6,116.3559,39.7336,71.0
776,6,116.2913,39.8681,33.0
777,6,116.2662,40.2167,14.0
778,6,116.324,39.9538,37.0
779,6,116.6892,39.9237,100.0
780,6,116.4316,39.9712,30.0
781,6,116.4606,39.9394,281.0
782,6,116.5464,40.0378,158.0
783,6,116.4526,39.8982,59.0
784,6,116.8263,40.3739,8.0
785,6,116.6791,39.8923,192.0
